Time,Alpha_L1,Alpha_L2,Alpha_R1,Alpha_R2,AVz,Ay,Bk_Stat,Fx_L1,Fx_L2,Fx_R1,Fx_R2,Fy_L1,Fy_L2,Fy_R1,Fy_R2,Fz_L1,Fz_L2,Fz_R1,Fz_R2,GearStat,Lat_Targ,Lat_Veh,Pitch,PitchGL1,PitchGL2,PitchGR1,PitchGR2,PitchO1,Roll,RollGL1,RollGL2,RollGR1,RollGR2,RollO_1,Roll_E,Roll_L1,Roll_L2,Roll_R1,Roll_R2,Rot_L1,Rot_L2,Rot_R1,Rot_R2,Station,Steer_L1,Steer_R1,Steer_SW,VisO_1,Vx,VxTarget,Vxz_Fwd,Xctc_L1,Xctc_L2,Xctc_R1,Xctc_R2,Xo,X_L1,X_L2,X_Obj_1,X_R1,X_R2,Yaw,YawO_1,Yaw_L1,Yaw_L2,Yaw_R1,Yaw_R2,Yctc_L1,Yctc_L2,Yctc_R1,Yctc_R2,Yo,Y_L1,Y_L2,Y_Obj_1,Y_R1,Y_R2,Zgnd_L1,Zgnd_L2,Zgnd_R1,Zgnd_R2,Zo,Z_L1,Z_L2,Z_Obj_1,Z_R1,Z_R2
1.5, -0.04597956632273, 0.02550367245102, 0.04597956632272, -0.02550367245102, -2.0036074204e-15, -5.730355991422e-17, 0, 276.2220701741, -20.9894535645, 276.2220701741, -20.9894535645, 69.22326872697, -22.99304857534, -69.22326872697, 22.99304857534, 4515.892629092, 2711.262062822, 4515.892629092, 2711.262062822, 6, 0, 1.025950728384e-15, -0.03904489971805, -0, -0, -0, -0, -0, -1.19520646113e-15, 0, 0, 0, 0, 0, -1.195206738652e-15, -0.08160544950919, 0.06026825586526, 0.08160544950919, -0.06026825586527, 24.4801317794, 24.42684942529, 24.4801317794, 24.42684942529, 49.89459589061, 0.04601144824573, -0.04601144824573, -1.151525826994e-13, 1, 119.8883314728, 120, 119.8883346501, 49.89430812564, 46.98445110956, 49.89430812564, 46.98445110956, 49.89459589061, 49.89430776334, 46.98445095767, 66.54575348091, 49.89430776334, 46.98445095767, 2.698551725006e-15, 0, 0.04595584788367, -0.0255447936044, -0.04595584788366, 0.02554479360441, 0.8371872200583, 0.83780922214, -0.8371872200583, -0.83780922214, 1.025950728384e-15, 0.8376389308693, 0.8374685359802, 0, -0.8376389308693, -0.8374685359802, -0, -0, -0, -0, -0.001454240338771, 0.3171493326867, 0.3238831713314, 0, 0.3171493326867, 0.3238831713314
1.525, -0.04601959140914, 0.02545045597981, 0.04601959140914, -0.02545045597981, -1.442309270062e-15, -9.798033239265e-17, 0, 274.9815259517, -20.9633886841, 274.9815259517, -20.9633886841, 69.28587844618, -22.94455766958, -69.28587844618, 22.94455766958, 4516.137334843, 2711.035420238, 4516.137334843, 2711.035420238, 6, 0, 1.019748810699e-15, -0.03902726536256, -0, -0, -0, -0, -0, -1.099839431136e-15, 0, 0, 0, 0, 0, -1.099839686283e-15, -0.08167821810034, 0.06014754623499, 0.08167821810033, -0.06014754623499, 24.88880333779, 24.83444413375, 24.88880333779, 24.83444413375, 50.72716775707, 0.0460549234489, -0.0460549234489, -1.14116109097e-13, 1, 119.8923811587, 120, 119.8923860412, 50.72687995032, 47.817022911, 50.72687995032, 47.817022911, 50.72716775707, 50.72687958735, 47.81702275972, 67.37888804056, 50.72687958735, 47.81702275972, 2.663971789777e-15, 0, 0.04599929863693, -0.02549406000768, -0.04599929863692, 0.02549406000767, 0.8371869044815, 0.8378086165747, -0.8371869044815, -0.8378086165747, 1.019748810699e-15, 0.8376390167865, 0.8374686118776, 0, -0.8376390167865, -0.8374686118776, -0, -0, -0, -0, -0.001449659576452, 0.3171484190325, 0.3238840177293, 0, 0.3171484190325, 0.3238840177293
1.55, -0.04605347811535, 0.02539504920732, 0.04605347811535, -0.02539504920731, -2.06889742872e-15, -1.935414167576e-16, 0, 273.7822792455, -20.93817955073, 273.7822792455, -20.93817955073, 69.33894574408, -22.89402394326, -69.33894574408, 22.89402394326, 4516.373576859, 2710.8167364, 4516.373576859, 2710.8167364, 6, 0, 1.012420304318e-15, -0.03898981662231, -0, -0, -0, -0, -0, -1.055706848204e-15, 0, 0, 0, 0, 0, -1.055707092643e-15, -0.08174007549596, 0.06002043842354, 0.08174007549596, -0.06002043842355, 25.29748421825, 25.24205247004, 25.29748421825, 25.24205247004, 51.55976706477, 0.04609195412669, -0.0460919541267, -1.128943052112e-13, 1, 119.8962858816, 120, 119.8962922688, 51.55947933996, 48.64962225732, 51.55947933996, 48.64962225732, 51.55976706477, 51.55947897642, 48.64962210667, 68.21202987989, 51.55947897642, 48.64962210667, 2.622792070285e-15, 0, 0.04603634059399, -0.02544066452089, -0.04603634059399, 0.02544066452088, 0.8371866363325, 0.8378079787411, -0.8371866363325, -0.8378079787411, 1.012420304318e-15, 0.8376390897778, 0.8374686917094, 0, -0.8376390897778, -0.8374686917094, 5.551115123126e-17, -0, 5.551115123126e-17, -0, -0.001445870260401, 0.3171475370451, 0.3238848344668, 0, 0.3171475370451, 0.3238848344668
1.575, -0.04608171898315, 0.02533792775628, 0.04608171898315, -0.02533792775627, -9.947375244574e-16, -2.206179436277e-17, 0, 272.6233928151, -20.91380986668, 272.6233928151, -20.91380986668, 69.38323572165, -22.84188732856, -69.38323572165, 22.84188732856, 4516.601466641, 2710.605860392, 4516.601466641, 2710.605860392, 6, 0, 1.003967887909e-15, -0.03893478611501, -0, -0, -0, -0, -0, -1.056914119902e-15, 0, 0, 0, 0, 0, -1.05691436393e-15, -0.08179189420626, 0.05988819969026, 0.08179189420625, -0.05988819969027, 25.70617407786, 25.64967394962, 25.70617407786, 25.64967394962, 52.39239284368, 0.04612305341819, -0.04612305341819, -1.117707275148e-13, 1, 119.9000505064, 120, 119.9000582132, 52.39210531113, 49.48224816753, 52.39210531113, 49.48224816753, 52.39239284368, 52.39210494711, 49.48224801754, 69.04517870662, 52.39210494711, 49.48224801754, 2.591697232026e-15, 0, 0.04606748315806, -0.02538513606969, -0.04606748315805, 0.02538513606968, 0.8371864118334, 0.8378073150038, -0.8371864118334, -0.8378073150038, 1.003967887909e-15, 0.837639150895, 0.8374687746761, 0, -0.837639150895, -0.8374687746761, 5.551115123126e-17, -0, 5.551115123126e-17, -0, -0.001442806922889, 0.3171466863016, 0.3238856220993, 0, 0.3171466863016, 0.3238856220993
1.6, -0.04610477739063, 0.02527952046858, 0.04610477739064, -0.02527952046859, 6.278733405164e-15, 9.335826754906e-17, 0, 271.5038950042, -20.89026083543, 271.5038950043, -20.89026083543, 69.41946425396, -22.78854420042, -69.41946425396, 22.78854420042, 4516.821006618, 2710.402791384, 4516.821006618, 2710.402791384, 6, 0, 9.97454921516e-16, -0.0388642428021, -0, -0, -0, -0, -0, -1.00321809426e-15, 0, 0, 0, 0, 0, -1.003218325052e-15, -0.08183449307273, 0.0597519612123, 0.08183449307273, -0.0597519612123, 26.11487258671, 26.05730810399, 26.11487258671, 26.05730810399, 53.22504415568, 0.04614870315995, -0.04614870315997, -1.124995200034e-13, 1, 119.9036797829, 120, 119.9036886389, 53.22475691331, 50.31489969336, 53.22475691331, 50.31489969336, 53.22504415568, 53.22475654891, 50.31489954405, 69.87833424441, 53.22475654891, 50.31489954405, 2.657774515862e-15, 0, 0.04609320467527, -0.02532794676357, -0.04609320467527, 0.02532794676358, 0.8371862274337, 0.8378066310445, -0.8371862274337, -0.8378066310445, 9.97454921516e-16, 0.8376392011206, 0.8374688600649, 0, -0.8376392011206, -0.8374688600649, -0, -5.551115123126e-17, -0, -5.551115123126e-17, -0.001440407765463, 0.3171458667867, 0.3238863806232, 0, 0.3171458667867, 0.3238863806232
1.625, -0.04887112786006, 0.02523902273416, 0.04337520228058, -0.02520139651798, 0.0003971436143758, 0.0001729861619432, 0, 270.4005646445, -20.85914862742, 270.4447121185, -20.87587218317, 70.7153379994, -22.74067380874, -68.18053523437, 22.72802335068, 4517.025883824, 2710.18747231, 4517.03858791, 2710.227381957, 6, 0, 1.761752703131e-07, -0.03878008345802, -0, -0, -0, -0, -0, 1.22565082558e-05, 0, 0, 0, 0, 0, 1.225651106323e-05, -0.08199607788388, 0.05962207492122, 0.0817412392635, -0.05960339695067, 26.52357769652, 26.46495447521, 26.5235811582, 26.46495448551, 54.05772009373, 0.04882133400251, -0.04351745772943, 0.1174560881501, 1, 119.9071783356, 120, 119.9071881898, 54.05742972892, 51.14757589005, 54.05743672717, 51.14757594674, 54.05772009373, 54.05742934261, 51.14757574142, 70.71149623119, 54.05743638397, 51.14757579813, 1.7112634871e-06, 0, 0.04876755817079, -0.02526664693861, -0.04346043066526, 0.02527239175222, 0.8371855277444, 0.837806005532, -0.8371866314675, -0.8378058583732, 1.761752703131e-07, 0.8376393947301, 0.8374689679481, 0.001945519240306, -0.8376390878304, -0.8374689265289, 5.551115123126e-17, -0, -5.551115123126e-17, -0, -0.001438614832335, 0.3171451010416, 0.323887184817, 0, 0.3171450556539, 0.3238870360103
1.65, -0.06291404883053, 0.02524737208108, 0.02936520068984, -0.02507325628225, 0.008015019850962, 0.001664175264118, 0, 269.314912314, -20.73835061802, 269.4202281113, -20.95243848528, 81.6593121186, -22.72916880356, -57.20886307532, 22.63001466902, 4516.603665656, 2709.493716112, 4517.867662286, 2710.545188675, 6, 0, 5.403812659215e-06, -0.03868401481761, -0, -0, -0, -0, -0, 0.0002487738009587, 0, 0, 0, 0, 0, 0.0002487738576599, -0.08255080841834, 0.05967491507512, 0.08124073357044, -0.0592679110668, 26.93228345899, 26.87261231907, 26.93230515446, 26.87261296291, 54.89041977995, 0.06328075967224, -0.02909362844043, 0.6864219217091, 1, 119.9105500963, 120, 119.9105608871, 54.89010985801, 51.98027478582, 54.89015687264, 51.98027712684, 54.89041977995, 54.89010935317, 51.98027463795, 71.54466434761, 54.89015664533, 51.98027697887, 7.629191443632e-05, 0, 0.06330133031383, -0.02511535120393, -0.02896249252582, 0.02530509802709, 0.8371868193478, 0.8378065076409, -0.8371850947573, -0.8378039367607, 5.403812659215e-06, 0.8376437590479, 0.8374691686606, 0.0110966615763, -0.8376347763946, -0.8374689026095, -0, -0, -0, -0, -0.001437374267171, 0.3171466720717, 0.3238897731472, 0, 0.3171419660362, 0.3238858521323
1.675, -0.100580116265, 0.02504163144925, -0.008230780717639, -0.02515856939048, 0.04323846689459, 0.006191854060399, 0, 268.2888613372, -20.38316568514, 268.1854157951, -21.26161554012, 114.355623933, -22.64363511822, -23.63227079336, 22.60516962589, 4513.261561033, 2706.525268793, 4521.613880685, 2713.148768242, 6, 0, 4.015850467427e-05, -0.03857738897684, -0, -0, -0, -0, -0, 0.001519608619751, 0, 0, 0, 0, 0, 0.001519608964198, -0.08344372078504, 0.06058961411656, 0.08040118327946, -0.05806777759431, 27.34098122185, 27.28027907502, 27.34105321253, 27.28028524123, 55.72314234503, 0.1031556068621, 0.01072078641808, 1.915650388266, 1, 119.9137917635, 120, 119.9138039902, 55.72277267659, 52.81298943517, 55.72294017728, 52.81300842782, 55.72314234503, 55.72277184038, 52.81298928922, 72.37783734367, 55.72294026583, 52.81300827952, 0.0006264488615368, 0, 0.1037258922691, -0.02441468747521, 0.01140137246175, 0.02588601673971, 0.8372108510594, 0.8378114646415, -0.8371607097553, -0.8377975461518, 4.015850467427e-05, 0.8376727509394, 0.8374689432054, 0.03086212432089, -0.8376057247709, -0.8374693060512, -0, -0, -0, -0, -0.001436637170855, 0.3171591354386, 0.3239008440102, 0, 0.3171279941782, 0.3238761442348
1.7, -0.1865151237378, 0.02366490088467, -0.09384984607621, -0.02641493106726, 0.1514660412015, 0.01761045500284, 0, 267.6922733831, -19.49051006429, 265.2866914141, -22.08599244719, 195.106904976, -21.96243055364, 61.7383821876, 23.17853261745, 4501.626497891, 2697.114026511, 4533.757446622, 2722.164471124, 6, 0, 0.0001741385630412, -0.03846033371422, -0, -0, -0, -0, -0, 0.005870143566531, 0, 0, 0, 0, 0, 0.005870144889043, -0.08424327453311, 0.06404957748836, 0.07972551198661, -0.05432158582089, 27.74965208364, 27.68794749377, 27.74984914041, 27.68797764812, 56.55588676403, 0.1965513729331, 0.1038573319992, 3.993144123306, 1, 119.9168510109, 120, 119.9168670984, 56.555363023, 53.64570100238, 56.55583947358, 53.64578664732, 56.55588676403, 56.55536140044, 53.64570086446, 73.21100719436, 56.55584029559, 53.64578649536, 0.002835506941588, 0, 0.1993303447518, -0.02182237839472, 0.1067463930715, 0.0283582152238, 0.8373193045815, 0.8378285729335, -0.8370509518903, -0.8377790010301, 0.0001741385630412, 0.8377856921359, 0.8374664525931, 0.06460538435764, -0.8374921633071, -0.837471968946, -0, -0, -0, -0, -0.001436357094939, 0.3172025433297, 0.3239359392893, 0, 0.3170826876348, 0.3238425243367
1.725, -0.311859634988, 0.0182403568532, -0.218269599445, -0.03171203911886, 0.4004062124965, 0.03669555182751, 0, 268.7437129202, -17.91124993846, 261.7610480283, -23.58363522054, 329.4506960333, -19.01780346235, 201.5047685437, 26.06581902768, 4472.654737137, 2674.282438091, 4563.61607356, 2744.458351911, 6, 0, 0.00055893474618, -0.03832826771837, -0, -0, -0, -0, -0, 0.01697977114405, 0, 0, 0, 0, 0, 0.01697977494327, -0.08132132137099, 0.07304785468078, 0.08298246970924, -0.04503231111927, 28.15829071168, 28.09560066905, 28.15871868644, 28.09570575204, 57.38865133406, 0.3384430808052, 0.2449528599763, 7.074266333113, 1, 119.9196331199, 120, 119.9196573102, 57.38784655635, 54.47836773131, 57.38888518235, 54.4786502634, 57.38865133406, 57.3878438228, 54.4783676278, 74.04415929381, 57.38888722058, 54.47865010484, 0.009377217754722, 0, 0.3477658181071, -0.01435561667963, 0.2543857381603, 0.03570278232486, 0.8376635540337, 0.8378700624897, -0.8367030882111, -0.8377360484575, 0.00055893474618, 0.8381139129469, 0.8374569595286, 0.1156888230121, -0.8371621589571, -0.8374815858497, -0, -0, -0, 5.551115123126e-17, -0.001436495328869, 0.3173106701781, 0.3240210708484, 0, 0.3169712493717, 0.3237593837625
1.75, -0.4797663314769, 0.003947627808025, -0.3840371667821, -0.04584625424241, 0.8475925685639, 0.06378302715422, 0, 271.3768740629, -15.75202488455, 259.1775361984, -25.72069782828, 515.3507860177, -10.6128863938, 395.8912711099, 34.7580956588, 4418.794004001, 2632.144605312, 4619.09545301, 2785.874674244, 6, 0, 0.001427426160403, -0.03817740858224, -0, -0, -0, -0, -0, 0.03912636230599, 0, 0, 0, 0, 0, 0.03912637099174, -0.07112193421539, 0.09088038649423, 0.09395862665029, -0.02688032248072, 28.56686760612, 28.50321014477, 28.56769701806, 28.50349653154, 58.22143399449, 0.5324429321733, 0.4370572637984, 11.27972940659, 1, 119.9221561159, 120, 119.9221945487, 58.22015377853, 55.31092407764, 58.22214128809, 55.31166114138, 58.22143399449, 58.22014994773, 55.31092410179, 74.87729434847, 58.22214547326, 55.31166100196, 0.02450600352589, 0, 0.5569010926134, 0.002691541529112, 0.4616263582889, 0.05261610598386, 0.8384720903998, 0.8379476993167, -0.8358859994023, -0.83765674207, 0.001427426160403, 0.838866203066, 0.8374334998218, 0.187474705887, -0.8364054405341, -0.8375049228371, -5.551115123126e-17, -0, -0, -0, -0.001436806245175, 0.3175117180517, 0.3241781571036, 0, 0.3167641432788, 0.3236049096323
1.775, -0.6942184225537, -0.02498031939095, -0.5942516947144, -0.07454703998146, 1.545365461796, 0.1000014947452, 0, 275.3250675933, -12.72227041293, 255.7743238858, -28.44795496691, 747.6239875649, 7.51644515928, 657.4022263306, 54.19844670483, 4336.150926838, 2567.928718878, 4704.765592879, 2849.091739779, 6, 0, 0.003084454342742, -0.03801038648163, -0, -0, -0, -0, -0, 0.07630506034111, 0, 0, 0, 0, 0, 0.07630507713236, -0.05053810299179, 0.1203927418961, 0.1161185753837, 0.003012639381894, 28.9753408665, 28.91073811639, 28.97680308537, 28.91138720125, 59.05423192322, 0.7820162532052, 0.682782104253, 16.66839475207, 1, 119.9242623579, 120, 119.9243226534, 59.05219410136, 56.14328397015, 59.05568983733, 56.144901232, 59.05423192322, 59.05219001198, 56.1432843923, 75.7103878473, 59.05569808322, 56.14490125729, 0.0538476516973, 0, 0.835828950183, 0.03548198577037, 0.7367081792015, 0.08524474425738, 0.8400440316656, 0.8380746586434, -0.8342957283557, -0.8375274255433, 0.003084454342742, 0.8403243372256, 0.8373929756664, 0.2827920912705, -0.8349369984319, -0.8375444284238, 5.551115123126e-17, -0, -0, -0, -0.001436480993746, 0.3178202087267, 0.3244174602286, 0, 0.3164442546348, 0.3233690602255
1.8, -0.9488203565908, -0.07465608293127, -0.8416871527661, -0.1239044605728, 2.536206824584, 0.1461320129723, 0, 280.7747925377, -9.466151727837, 251.5374866531, -31.65244311859, 1025.677923937, 37.9197492051, 989.3860121883, 90.57317510553, 4223.829556025, 2480.906092191, 4821.680923238, 2933.896247295, 6, 0, 0.005907274203, -0.03783181592939, -0, -0, -0, -0, -0, 0.1319051962214, 0, 0, 0, 0, 0, 0.1319052249757, -0.01651873083181, 0.1638066270354, 0.152866700302, 0.04690392706126, 29.38366824682, 29.3181340986, 29.38605549384, 29.31942366829, 59.88703941487, 1.079160541352, 0.9732374415066, 23.06266114446, 1, 119.9256129304, 120, 119.9257002633, 59.8838712164, 56.97534242757, 59.88961183807, 56.97846842051, 59.88703941487, 59.88386932156, 56.97534390803, 76.54338667366, 59.88962769362, 56.97846907102, 0.1042167913931, 0, 1.183363118266, 0.09136288844711, 1.077558791174, 0.14093611964, 0.8427537201594, 0.8382756359796, -0.8315527613835, -0.8373220353792, 0.005907274203, 0.8428454510071, 0.8373472098818, 0.4011490010207, -0.8323957309755, -0.8375864944616, 5.551115123126e-17, -0, -0, -0, -0.001434204185189, 0.318239428729, 0.3247415605443, 0, 0.316007528539, 0.3230525176958
1.825, -1.240738981038, -0.1510269665027, -1.122834817998, -0.1999395839896, 3.840486946528, 0.1996616276325, 0, 281.1108823653, -5.82663056163, 246.8579105638, -34.97524551702, 1309.371797408, 83.68799174478, 1384.622704349, 151.2601756628, 4083.021360948, 2371.522379014, 4966.596591355, 3037.159420555, 6, 0, 0.01034083385355, -0.03766247415553, -0, -0, -0, -0, -0, 0.2086101963625, 0, 0, 0, 0, 0, 0.2086102414317, 0.0332232610142, 0.2228508257759, 0.2067446724916, 0.1063200054982, 29.79180477829, 29.72534249653, 29.79548286722, 29.72765786452, 60.71984565359, 1.417316918357, 1.30111115905, 30.17804620877, 1, 119.9256219356, 120, 119.925734845, 60.71506858781, 57.80697989562, 60.7239971581, 57.81247072389, 60.71984565359, 60.71507375075, 57.80698383476, 77.37619771539, 60.72402664881, 57.81247310547, 0.1832796068666, 0, 1.600612348827, 0.1784632899215, 1.484535454862, 0.2278984303041, 0.8470403142407, 0.8386001504362, -0.8272102505554, -0.8369892745948, 0.01034083385355, 0.8468555488886, 0.837335491097, 0.5407625085607, -0.8283481926559, -0.8375880220068, -0, -0, -0, -0, -0.001428784051875, 0.3187647920786, 0.3251485764502, 0, 0.315465869414, 0.3226667600623
1.85, -1.56398265697, -0.2588754683043, -1.431474771236, -0.3074824657943, 5.439121259296, 0.2593068431585, 0, 287.5641612178, -2.148547252748, 238.2803028605, -38.0005455974, 1580.177246351, 145.295400317, 1834.103392376, 244.2490402341, 3917.252509432, 2242.207444393, 5129.890255177, 3152.787231128, 6, 0, 0.01686826977334, -0.03753733411562, -0, -0, -0, -0, -0, 0.3080481275614, 0, 0, 0, 0, 0, 0.3080481936725, 0.1003540992061, 0.2984479908307, 0.2793244724804, 0.1817406557554, 30.19978788978, 30.13230501318, 30.20513649404, 30.13614099085, 61.55263022581, 1.784376132876, 1.653985733946, 37.72502644652, 1, 119.9232403021, 120, 119.9233730009, 61.54566788949, 58.63807207013, 61.55891899337, 58.64701132799, 61.55263022581, 61.5456882236, 58.63808109346, 78.20865425371, 61.55897130193, 58.64701764891, 0.2987081629417, 0, 2.083141616826, 0.3048022800233, 1.952896799155, 0.3543263615431, 0.8533831531919, 0.8391354559525, -0.8207814880652, -0.8364383142466, 0.01686826977334, 0.8528241201504, 0.837439294975, 0.6998249499801, -0.8223155676836, -0.8374604164068, -0, -0, -0, -5.551115123126e-17, -0.001421801279947, 0.3193828962591, 0.3256291366729, 0, 0.3148548768501, 0.3222342474681
1.875, -1.928462527199, -0.4009170234168, -1.777425112743, -0.4491545845746, 7.282043230337, 0.3232453733302, 0, 297.4025988784, 1.133529479215, 238.2690560724, -40.638174146, 1830.671346156, 220.7692160723, 2313.08477134, 376.3235571528, 3732.864993303, 2097.916564826, 5298.133205778, 3275.725777614, 6, 0, 0.02598322271137, -0.03751360819036, -0, -0, -0, -0, -0, 0.430903808008, 0, 0, 0, 0, 0, 0.4309039003695, 0.1848155454153, 0.3908281621263, 0.3704596792532, 0.2729078323103, 30.60760938044, 30.53896496263, 30.61510297742, 30.54491636642, 62.3853642861, 2.183404206447, 2.034863501424, 45.43004308933, 1, 119.9184527181, 120, 119.9185966753, 62.37553483779, 59.46850624048, 62.39444961819, 59.48217817403, 62.3853642861, 62.37558240631, 59.46852477793, 79.04072493545, 62.39453797216, 59.48219228145, 0.4572739343283, 0, 2.640791202463, 0.477387782929, 2.492422061557, 0.5273867607565, 0.8622652512121, 0.8400242984848, -0.8117715345137, -0.8355188029664, 0.02598322271137, 0.8612339143882, 0.837799496367, 0.8765476342942, -0.8138013336253, -0.8370514018963, -0, 5.551115123126e-17, -5.551115123126e-17, -0, -0.001420656294852, 0.3200697341484, 0.3261643648709, 0, 0.3142242779327, 0.3217734924675
1.9, -2.328143352849, -0.5783268122298, -2.155080297366, -0.6259827869638, 9.329620766254, 0.3890451944376, 0, 305.0358596011, 4.203381614405, 240.8566795588, -42.758187802, 2049.289582593, 304.0708289964, 2801.548773087, 549.5773966867, 3535.596205951, 1943.332264233, 5459.622484594, 3405.234451374, 6, 0, 0.03818804369496, -0.03756935937593, -0, -0, -0, -0, -0, 0.5777426659786, 0, 0, 0, 0, 0, 0.5777427901843, 0.2873812768579, 0.5002558309319, 0.4804913453099, 0.3795583944327, 31.01526659892, 30.94527293216, 31.02538251311, 30.9540179173, 63.21801028484, 2.604102366208, 2.433898889283, 53.03810202694, 1, 119.9105170479, 120, 119.9106758636, 63.20456071491, 60.29818663966, 63.23061889321, 60.3180429804, 63.21801028484, 63.20465246873, 60.29822159333, 79.87227082145, 63.23076107677, 60.31807095148, 0.6646255588335, 0, 3.268916965631, 0.7020182207473, 3.098922608114, 0.7529897588562, 0.8741816988116, 0.8414733291576, -0.7996708717899, -0.8340114078586, 0.03818804369496, 0.8725752337622, 0.838620699733, 1.069118223991, -0.8022971305605, -0.8361396339738, -0, -5.551115123126e-17, -0, 5.551115123126e-17, -0.001443312148321, 0.3208034414559, 0.3267363058816, 0, 0.313617246012, 0.3212868514028
1.925, -2.756069431793, -0.7906438241185, -2.557978049515, -0.8372231924419, 11.44733921044, 0.4498171857149, 0, 318.7021475495, 6.136813344993, 246.6358623014, -43.59181529789, 2156.652717251, 395.3540068761, 3268.892947536, 771.7284824108, 3335.67066067, 1783.191355373, 5608.312402449, 3542.2825679, 6, 0, 0.05394198673133, -0.03744054891196, -0, -0, -0, -0, -0, 0.7481086182504, 0, 0, 0, 0, 0, 0.7481087779848, 0.4085065360291, 0.6265321556256, 0.6094045464454, 0.5010627575435, 31.4228259114, 31.35118776932, 31.43598043089, 31.36346378833, 64.05051714824, 3.028048314791, 2.833526104538, 60.31650942992, 1, 119.8989855025, 120, 119.8991909933, 64.03266696644, 61.12704473046, 64.06740520042, 61.15464407856, 64.05051714824, 64.03282500138, 61.12710609447, 80.70318256397, 64.0676234708, 61.15469473917, 0.9243638161114, 0, 3.952704838712, 0.9822863135452, 3.758441681237, 1.034765690574, 0.8895830145884, 0.843750837442, -0.7840084193521, -0.831628992353, 0.05394198673133, 0.8872958806181, 0.8401718869726, 1.275439414885, -0.787331080631, -0.8344338048346, -0, -0, -0, -0, -0.001520551843583, 0.321545294823, 0.3273267298423, 0, 0.3130557528274, 0.3207702613373
1.95, -3.193747106481, -1.031118186335, -2.96843078737, -1.075997998153, 13.51340503148, 0.5097545975454, 0, 333.251737864, 7.034930618741, 260.6578213746, -43.5585196356, 2202.756829577, 487.8544230801, 3740.445110645, 1035.925828403, 3146.842942662, 1623.938093694, 5746.650656548, 3685.934029327, 6, 0, 0.07360610099675, -0.03661049403671, -0, -0, -0, -0, -0, 0.9397434200612, 0, 0, 0, 0, 0, 0.9397436119211, 0.5475151347258, 0.7679959978682, 0.7561772668237, 0.6351832664566, 31.83034319803, 31.7566882458, 31.84690979839, 31.77324526888, 64.88282504144, 3.432884880857, 3.21237633965, 66.98839923622, 1, 119.8836139423, 120, 119.8839120297, 64.85982408001, 61.95506287226, 64.90472486553, 61.99196781587, 64.88282504144, 64.86007479327, 61.95516398909, 81.5333683789, 64.90504489745, 61.9920528592, 1.236614580828, 0, 4.669928630288, 1.318153505115, 4.449739748189, 1.372626793536, 0.9088300442431, 0.8472034112864, -0.7644044804463, -0.8280029820375, 0.07360610099675, 0.9057608348821, 0.8428089719768, 1.491581471891, -0.7685169902724, -0.8315521560484, -0, -0, -5.551115123126e-17, -0, -0.001691506266074, 0.3222433351716, 0.3279110696028, 0, 0.3125300532209, 0.3202268358262
1.975, -3.623777116706, -1.297125674969, -3.369890828127, -1.338993788813, 15.41604314032, 0.5581482575419, 0, 351.0605794455, 6.831088475332, 280.2254724676, -41.71985064561, 2200.939572775, 550.6111838627, 4079.409732614, 1338.49106585, 2979.59078062, 1473.512670862, 5884.202830642, 3835.208436012, 6, 0, 0.09745323932085, -0.03439396944798, -0, -0, -0, -0, -0, 1.14875474755, 0, 0, 0, 0, 0, 1.148754954552, 0.7029163192598, 0.9206488209897, 0.9188732096321, 0.7790162378972, 32.23793070867, 32.16177409238, 32.25813150323, 32.18332879712, 65.71486949484, 3.793675379969, 3.546513948116, 72.7871606722, 1, 119.8645472271, 120, 119.8650053904, 65.68604401838, 62.78226323307, 65.7424496006, 62.82995943931, 65.71486949484, 65.68641631346, 62.7824204468, 82.36278691017, 65.74289846936, 62.83009319241, 1.598813296513, 0, 5.393085619312, 1.706816698048, 5.14630976887, 1.763421618045, 0.9321987476728, 0.8522201991271, -0.7405719597459, -0.8227095584414, 0.09745323932085, 0.9282551977048, 0.8469442848673, 1.712922259619, -0.7455559361431, -0.8270539921147, -0, -0, -5.551115123126e-17, -0, -0.001993330077095, 0.3228578259519, 0.3284594110383, 0, 0.3120038917544, 0.3196599719869
2, -4.033549753462, -1.581078126785, -3.751193786122, -1.618414830159, 17.06737203484, 0.6009635000913, 0, 372.2125286089, 6.240271516735, 306.4763305998, -40.45144550313, 2180.347610867, 593.3296688324, 4358.742581457, 1655.395670891, 2846.410653749, 1341.841363448, 6017.356021822, 3985.548122804, 6, 0, 0.1256185179912, -0.03006322943029, -0, -0, -0, -0, -0, 1.368159313648, 0, 0, 0, 0, 0, 1.36815950202, 0.8698985250437, 1.079276688886, 1.092069238426, 0.9273516407345, 32.64571463046, 32.56646444498, 32.6696093013, 32.5936493897, 66.54658983537, 4.096960580845, 3.823881592462, 77.51035316413, 1, 119.8420569993, 120, 119.8427433563, 66.5113706903, 63.60871122187, 66.58043121902, 63.66852165355, 66.54658983537, 66.51189268384, 63.6089428813, 83.19141530152, 66.58103443754, 63.66871999688, 2.00560934645, 0, 6.103349481784, 2.142409653686, 5.830718700071, 2.200789665317, 0.9598272803363, 0.859207521899, -0.7123549229348, -0.8153183567986, 0.1256185179912, 0.9549455647194, 0.8530149988818, 1.934867223294, -0.7182619962877, -0.8204795254705, -0, 5.551115123126e-17, -0, -5.551115123126e-17, -0.0024506258836, 0.3233417942019, 0.328934762651, 0, 0.3114905895353, 0.3190867524035
