0,-5,0,5
0,0.65,0.65,0.65
50,0.65,0.65,0.65
50,0.15,0.15,0.15
100,0.15,0.15,0.15
100,0.65,0.65,0.65
110,0.65,0.65,0.65
110,0.75,0.75,0.75
160,0.75,0.75,0.75
160,0.65,0.65,0.65
170,0.65,0.65,0.65
170,0.5,0.5,0.5
220,0.5,0.5,0.5
220,0.65,0.65,0.65
230,0.65,0.65,0.65
230,0.65,0.65,0.65
280,0.65,0.65,0.65
