Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,Mz_L1
        0.023, 0.00440280465409, 0.220752313733, 0.174941763282, 114.612297058, -256.411895752, 5505.39501953, -6.48917150497, 7.26239299774
       0.0235, 0.00408676546067, 0.220397606492, 0.175600290298,  120.15813446, -256.220275879, 5493.66455078, -6.6320681572, 7.25116157532
        0.024, 0.00377548695542, 0.220014154911, 0.176249966025, 124.638145447, -255.981201172, 5480.77050781, -6.80409002304, 7.24404525757
       0.0245, 0.00347000476904, 0.219601616263, 0.176889792085, 128.140014648, -255.781402588, 5467.63671875, -6.94959592819, 7.22802877426
        0.025, 0.00317055429332, 0.219161897898, 0.177518829703, 130.504623413, -255.565872192, 5452.88378906, -7.10563659668,  7.2136092186
       0.0255, 0.00287781120278, 0.218689858913, 0.178136140108, 131.515640259, -255.367446899, 5438.34765625, -7.25171709061, 7.20287561417
        0.026, 0.00259125675075, 0.218190059066, 0.178740695119, 131.228607178, -255.188720703, 5423.90771484, -7.36602497101, 7.18207502365
       0.0265, 0.00231095403433, 0.217664211988, 0.179331675172, 129.706573486, -255.015365601, 5410.32421875, -7.47916412354, 7.16927051544
        0.027, 0.0020362243522, 0.217117652297, 0.179908379912, 127.006767273, -254.908111572, 5397.09130859, -7.54670286179, 7.15013790131
       0.0275, 0.00176640192512, 0.216551572084, 0.180470213294, 123.047424316, -254.795425415, 5385.08984375, -7.60656499863, 7.13280200958
        0.028, 0.00150119839236, 0.215972438455, 0.181016668677, 118.204185486, -254.75177002, 5375.12255859, -7.63153266907,  7.1131811142
       0.0285, 0.00123969488777, 0.215388655663, 0.18154758215, 112.536094666, -254.736541748, 5365.59667969, -7.62319421768, 7.09013128281
        0.029, 0.000982032157481, 0.214800044894, 0.182062849402, 105.974754333, -254.737503052, 5357.98583984, -7.60048866272, 7.07183790207
       0.0295, 0.000727758277208, 0.214215278625, 0.182562455535, 98.8452911377, -254.80229187, 5351.57324219, -7.52316236496, 7.04330968857
         0.03, 0.00047740858281, 0.213637664914, 0.183046638966, 91.2301330566, -254.858840942, 5346.48925781, -7.43902206421, 7.01861429214
       0.0305, 0.000231540980167, 0.21307168901, 0.183515682817, 83.2310562134, -254.970626831, 5341.65234375, -7.31281852722, 6.98796987534
        0.031, -9.08858055482e-06, 0.212516844273, 0.183969944715, 74.8550109863, -255.096115112, 5337.55419922, -7.1744594574, 6.94988870621
       0.0315, -0.000242956652073, 0.211976721883, 0.184409737587, 66.4488754272, -255.253219604, 5334.28076172, -7.03325033188,  6.9136428833
        0.032, -0.00046904469491, 0.211454048753, 0.184835538268, 58.0718650818, -255.449584961, 5329.91308594, -6.86164522171, 6.87057590485
       0.0325, -0.000685368839186, 0.210942536592, 0.185247704387, 49.5986213684, -255.617263794,  5325.7109375, -6.71191596985, 6.83177852631
        0.033, -0.000890531344339, 0.210444808006, 0.185646444559, 41.3974914551, -255.828826904,  5320.6953125, -6.53351020813, 6.78598976135
       0.0335, -0.00108261476271, 0.209957182407, 0.186032056808, 33.4753723145, -256.017364502, 5315.20166016, -6.37343025208, 6.74797582626
        0.034, -0.00125999946613, 0.209478646517, 0.186404660344, 25.8203697205, -256.20324707, 5308.11767578, -6.22147750854, 6.71430063248
       0.0345, -0.00142137485091, 0.209002658725, 0.186764329672, 18.4091835022,  -256.3699646, 5300.33740234, -6.06301403046, 6.67831230164
        0.035, -0.00156510889065, 0.20852907002, 0.187110945582, 11.4638519287, -256.509887695, 5292.14550781, -5.93679189682, 6.65595293045
       0.0355, -0.00169054709841, 0.208057165146, 0.187444508076, 4.89664411545, -256.644287109, 5282.09521484, -5.80245494843, 6.63097858429
        0.036, -0.00179662241135, 0.207579314709, 0.187764838338, -1.54466795921, -256.699188232, 5272.05566406, -5.70176649094, 6.61652183533
       0.0365, -0.00188324099872, 0.207099542022, 0.188071683049, -7.60601377487, -256.739501953, 5261.31835938, -5.6053814888, 6.60282850266
        0.037, -0.00195021880791, 0.206615254283, 0.188364967704, -13.4158449173, -256.72265625, 5250.74169922, -5.52508354187, 6.59018516541
       0.0375, -0.00199789460748, 0.206129178405, 0.188644498587, -19.150592804, -256.634033203, 5239.57080078, -5.47193717957, 6.58380651474
        0.038, -0.00202714605257, 0.205639570951, 0.188910216093, -24.8831291199, -256.521453857, 5229.00292969, -5.41531276703, 6.56908416748
       0.0385, -0.00203857268207, 0.205151230097, 0.189162030816, -30.5028476715, -256.337341309, 5219.59423828, -5.40616989136, 6.56308078766
        0.039, -0.00203372910619, 0.204669445753, 0.189400106668, -36.1638298035, -256.135406494, 5209.85351562, -5.39631319046, 6.55158090591
       0.0395, -0.00201373640448, 0.204191029072, 0.189624592662, -42.1517677307, -255.860839844, 5201.84082031, -5.42690229416, 6.54007291794
         0.04, -0.00198030774482, 0.203724652529, 0.18983566761, -48.2034873962, -255.566696167, 5194.48974609, -5.47261142731, 6.53120422363
       0.0405, -0.00193480984308, 0.203270345926, 0.190033763647, -54.4680671692, -255.237518311, 5188.49414062, -5.52782487869, 6.51957845688
        0.041, -0.00187865563203, 0.202833086252, 0.190219268203, -61.092212677, -254.839248657, 5182.91503906, -5.62046527863, 6.51718854904
       0.0415, -0.00181352067739, 0.202411577106, 0.190392702818, -68.0509338379, -254.437683105,  5178.3984375, -5.69805860519, 6.50456953049
        0.042, -0.00174027238972, 0.202008575201, 0.190554499626, -75.1155700684, -253.977600098, 5175.21679688, -5.80891895294, 6.50419616699
       0.0425, -0.00166036339942, 0.201627254486, 0.190705284476, -82.3331985474, -253.510574341, 5171.34179688, -5.92028617859, 6.49929046631
        0.043, -0.00157449347898, 0.201260089874, 0.190845578909, -89.8261413574, -253.012405396, 5168.63964844, -6.03433465958,  6.4896979332
       0.0435, -0.00148356880527, 0.200912728906, 0.190975755453, -97.1271057129, -252.494934082, 5165.59179688, -6.16447591782, 6.48444032669
        0.044, -0.00138808798511, 0.200580120087, 0.191096425056, -104.237571716, -252.002334595, 5162.72363281, -6.27363348007, 6.46742391586
       0.0445, -0.00128831423353, 0.200262665749, 0.191207915545, -111.16179657, -251.477127075, 5159.05078125, -6.41416692734, 6.45135593414
        0.045, -0.00118475384079, 0.199956133962, 0.191310614347, -117.734382629, -251.000335693, 5154.94873047, -6.52825498581, 6.42871236801
       0.0455, -0.00107705651317, 0.199659645557, 0.191404744983, -123.654403687, -250.530715942, 5150.99707031, -6.65842151642, 6.40773010254
        0.046, -0.000965444021858, 0.199373885989, 0.191490590572, -128.924987793, -250.081634521, 5145.14697266, -6.78477907181, 6.38522720337
       0.0465, -0.000849660951644, 0.199089169502, 0.191568270326, -133.68989563, -249.669311523, 5139.58496094, -6.88191080093, 6.35589027405
        0.047, -0.000729591702111, 0.198810264468, 0.191637724638, -137.50881958, -249.272033691, 5133.04394531, -6.99101734161, 6.33779764175
       0.0475, -0.000605097913649, 0.198531925678, 0.19169908762, -140.472000122, -248.925979614, 5126.16259766, -7.05279922485,  6.3139834404
        0.048, -0.000475950771943, 0.198253750801, 0.191752254963, -142.682235718, -248.55456543, 5118.65039062, -7.11601448059, 6.29762554169
