Time,Ay,Bk_Stat,GearStat,Pitch,Roll,Roll_E,Roll_L1,Roll_L2,Roll_R1,Roll_R2,Rot_L1,Rot_L2,Rot_R1,Rot_R2,Steer_SW,Vx,VxTarget,Vxz_Fwd,Xo,Xpreview,X_Design,X_L1,X_L2,X_R1,X_R2,X_Target,Yaw,Yaw_L1,Yaw_L2,Yaw_R1,Yaw_R2,Yo,Ypreview,Y_Design,Y_L1,Y_L2,Y_R1,Y_R2,Y_Target,Zcg_SM,Zo,Z_L1,Z_L2,Z_R1,Z_R2
8.85, 0.5773253916688, 0, 6, 0.8900998966925, -4.495762144555, -4.49630582284, -3.481991912037, -3.381437978601, -5.553823620084, -6.843469044032, 131.0331347092, 131.1069068419, 131.3638242279, 131.396194881, 23.72761205413, 99.90594316555, 100, 99.90651074422, 304.2007167621, 322.8899329124, 304.548072377, 304.2896641062, 301.9754174754, 304.1279310391, 301.8116542548, 304.548072377, -6.456054846751, -4.883372045227, -6.560755427244, -5.298227227123, -6.045809018643, -161.364670393, -163.4522157444, -158.4152387103, -160.6065283771, -160.34374068, -162.0714615671, -161.8137595313, -158.4152387103, 39.43301732504, 39.04111879045, 39.30594261071, 39.3242062432, 39.43774795734, 39.45460797944
8.875, 0.5760137236617, 0, 6, 0.8742579120708, -4.493345853555, -4.493870066381, -3.478195377223, -3.376894525775, -5.553637989155, -6.83955576312, 131.4014270269, 131.476710006, 131.7362327823, 131.769494122, 23.60976226014, 99.90843983574, 100, 99.9088097521, 304.8901975077, 323.5895396775, 305.2244622359, 304.9752759188, 302.6597307232, 304.8208426371, 302.5033013539, 305.2244622359, -6.168748453691, -4.604142170764, -6.274969513721, -5.019744256195, -5.760384598849, -161.4442399466, -163.4380414132, -158.4933809974, -160.6856612388, -160.4344801764, -162.1513850089, -161.9053066863, -158.4933809974, 39.42844283797, 39.03686354089, 39.30179808191, 39.31938940444, 39.4335121363, 39.4496816919
8.9, 0.5744030642837, 0, 6, 0.8574854058056, -4.491429072895, -4.491933146902, -3.47500863081, -3.372440451429, -5.554198943874, -6.836304197918, 131.7697382617, 131.8465247286, 132.1086433324, 132.1427944778, 23.49107867361, 99.91084505557, 100, 99.91101944783, 305.5800933699, 324.2890476024, 305.9012114596, 305.6613118842, 303.3445313441, 305.5141509325, 303.1954088962, 305.9012114596, -5.882591462168, -4.326169725166, -5.990491313071, -4.742565798189, -5.476097635715, -161.5203299282, -163.4207092751, -158.5685217239, -160.7613330019, -160.5217180908, -162.2278065842, -161.9933110387, -158.5685217239, 39.42406137692, 39.03282043094, 39.29786267831, 39.3147501748, 39.42949651156, 39.44494575353
8.925, 0.5722939436042, 0, 6, 0.8399315691417, -4.490095431309, -4.49057893243, -3.472887476078, -3.368156891329, -5.555353418342, -6.83360112921, 132.1380688142, 132.216351328, 132.481054606, 132.5160947355, 23.37220121412, 99.91317994236, 100, 99.91317187583, 306.2703837603, 324.9884375451, 306.5783560873, 306.3477538648, 304.0298015625, 306.2078339037, 303.8879551125, 306.5783560873, -5.597740575449, -4.049520955472, -5.707448256866, -4.466681233939, -5.193109696995, -161.5929516129, -163.4002838672, -158.6406726749, -160.8335552876, -160.605458883, -162.300739102, -162.0777770485, -158.6406726749, 39.41988312993, 39.02899667793, 39.29413104311, 39.31029903386, 39.42569649109, 39.4404123802
8.95, 0.5697357470376, 0, 6, 0.8219648828936, -4.489508575431, -4.489971550443, -3.472196036848, -3.364249781583, -5.556782761568, -6.831369526045, 132.5064194525, 132.5861906188, 132.8534647381, 132.8893932981, 23.25396528064, 99.91546489146, 100, 99.91529647215, 306.9610464523, 325.687688695, 307.2558797849, 307.0345842505, 304.7155243209, 306.9018683068, 304.5809172238, 307.2558797849, -5.314436032257, -3.774426797711, -5.426030501074, -4.192219191375, -4.911657983899, -161.6621213597, -163.3768618931, -158.709842093, -160.9023446643, -160.6857085554, -162.3702004081, -162.1587106077, -158.709842093, 39.41591441232, 39.02539122877, 39.29058646117, 39.3060454407, 39.42209718085, 39.43609366562
8.975, 0.5667268340221, 0, 6, 0.8041577827158, -4.48983147912, -4.490274641948, -3.473114948681, -3.360844937659, -5.558311502711, -6.829360744285, 132.8747912631, 132.9560435676, 133.2258716384, 133.2626883658, 23.13750443337, 99.91771743058, 100, 99.91741625175, 307.6520578942, 326.3867805465, 307.9337650988, 307.7217858536, 305.401682737, 307.5962307239, 305.2742719044, 307.9337650988, -5.03296052073, -3.501138916186, -5.14645816572, -3.919362261777, -4.632008468947, -161.7278592394, -163.3505582045, -158.7760380439, -160.967721062, -160.7624751418, -162.4362112279, -162.236119804, -158.7760380439, 39.41215689025, 39.02199425008, 39.28721076387, 39.30199828867, 39.41868119981, 39.43200014147
9, 0.5631037283855, 0, 6, 0.7871461677233, -4.491160442458, -4.491585178501, -3.475645956604, -3.357940241898, -5.559905270624, -6.826935008636, 133.2431853022, 133.3259115696, 133.5982735727, 133.6359785717, 23.02392857244, 99.91995167013, 100, 99.91954987978, 308.3433944398, 327.0856957546, 308.6119943961, 308.409341271, 306.0882589713, 308.2908988648, 305.9679959176, 308.6119943961, -4.753552715753, -3.229815464136, -4.868858295751, -3.648242048776, -4.354430289292, -161.7901870562, -163.3214761581, -158.8392685268, -161.029705943, -160.8357706297, -162.4987934993, -162.3100172486, -158.8392685268, 39.40860761215, 39.01878996745, 39.2839876405, 39.2981597762, 39.41543147118, 39.42813346542
9.025, 0.5589274478889, 0, 6, 0.7713887120747, -4.493533266678, -4.493941382921, -3.479736439383, -3.355952554614, -5.561617224628, -6.823829093087, 133.6116020736, 133.6957963333, 133.9706698294, 134.0092636176, 22.91388668476, 99.92217485865, 100, 99.92170138685, 309.0350340924, 327.7844225002, 309.2905514327, 309.0972320629, 306.7752331836, 308.9858527963, 306.6620672507, 309.2905514327, -4.476306293137, -2.960441463916, -4.593170015491, -3.378851889109, -4.0791124833, -161.8491272248, -163.2896728478, -158.8995416144, -161.0883211423, -160.9056137256, -162.5579694825, -162.3804228118, -158.8995416144, 39.40525759207, 39.015760125, 39.28090253884, 39.29451860552, 39.41233235752, 39.42448124278
9.05, 0.5544490364342, 0, 6, 0.7570531099982, -4.49693251984, -4.497325905537, -3.485268412904, -3.355379872429, -5.56351641315, -6.820185935573, 133.9800413722, 134.0656988533, 134.3430607378, 134.3825441463, 22.80755295983, 99.92439066552, 100, 99.9238663189, 309.7269572224, 328.4829534171, 309.9694093257, 309.7854388814, 307.4625841777, 309.6810747689, 307.3564657959, 309.9694093257, -4.201168852519, -2.692890990176, -4.319240644297, -3.111091390126, -3.806091291739, -161.9047025412, -163.2551576192, -158.956864153, -161.1435887857, -160.9720291316, -162.6137617825, -162.4473625621, -158.956864153, 39.40209164079, 39.0128861234, 39.27794211551, 39.29105528997, 39.40936952631, 39.421022037
9.075, 0.5501693144989, 0, 6, 0.7440785708455, -4.501235068139, -4.50161544967, -3.49174662289, -3.356416752655, -5.565514128875, -6.816321792916, 134.3485025215, 134.4356190345, 134.7154472024, 134.7558212608, 22.70479162941, 99.92659004447, 100, 99.92602562299, 310.4191461275, 329.1812832621, 310.648481611, 310.4739420848, 308.1502903854, 310.3765484706, 308.0511732666, 310.648481611, -3.927993961421, -2.427089844113, -4.046913569333, -2.84492339021, -3.535251214907, -161.9569351801, -163.2179085358, -159.0112256207, -161.1955306292, -161.0350445781, -162.6661926234, -162.5108655705, -159.0112256207, 39.39909031196, 39.01014967769, 39.27509579713, 39.28774935293, 39.40653036877, 39.41773177428
9.1, 0.5465569364716, 0, 6, 0.7322215321022, -4.50614601649, -4.506514774425, -3.498286077866, -3.358811546576, -5.567608573717, -6.812505744513, 134.7169845185, 134.8055556758, 135.0878306256, 135.1290963108, 22.60515773446, 99.92874241226, 100, 99.92813341927, 311.1115847628, 329.8794080507, 311.3277872633, 311.1627219821, 308.8383299559, 311.0722592957, 308.7461732153, 311.3277872633, -3.656548339961, -2.162941526459, -3.776017633075, -2.580374753524, -3.266329077272, -162.0058435259, -163.1778724202, -159.0626203598, -161.2441647723, -161.0946878338, -162.7152797096, -162.5709609247, -159.0626203598, 39.39623392854, 39.0075358857, 39.27236912941, 39.28458373031, 39.40381627567, 39.41458770082
9.125, 0.5436479605756, 0, 6, 0.7209576633322, -4.511211719213, -4.511569621911, -3.504026764751, -3.361985166822, -5.570134194493, -6.808884520669, 135.0854858691, 135.1755066951, 135.4602132025, 135.5023710049, 22.50780074815, 99.93081374566, 100, 99.93014252046, 311.8042594407, 330.5773249268, 312.0073171827, 311.8517585166, 309.5266805747, 311.7681946806, 309.4414511765, 312.0073171827, -3.386488064222, -1.90011542543, -3.506313759747, -2.317298161795, -2.998931148307, -162.0514391344, -163.134953653, -159.1110434888, -161.2895027924, -161.1509847981, -162.7610336374, -162.6276758296, -159.1110434888, 39.39350824296, 39.00504087967, 39.26978706389, 39.28154520985, 39.40124702532, 39.41156966332
9.15, 0.5414084956578, 0, 6, 0.7094748470108, -4.515976257513, -4.516323217096, -3.508386780734, -3.365401424426, -5.573314737343, -6.80567665205, 135.4540045953, 135.5454697531, 135.832597508, 135.8756472675, 22.41148009274, 99.93277452946, 100, 99.932016291, 312.4971587013, 331.2750304111, 312.6870638372, 312.5410313847, 310.215320052, 312.464342885, 310.1369939818, 312.6870638372, -3.11740453794, -1.638205347054, -3.237512569333, -2.055428291501, -2.732613097094, -162.0937280411, -163.0890291755, -159.1564900483, -161.3315512762, -161.2039585307, -162.8034605153, -162.6810343418, -159.1564900483, 39.39090714722, 39.00267476001, 39.267379125, 39.27862268171, 39.39884906469, 39.40866165978
9.175, 0.5400579426829, 0, 6, 0.696834081634, -4.520124425002, -4.520459439083, -3.511117322258, -3.368849523908, -5.577187604172, -6.803684330006, 135.8225386306, 135.9154421071, 136.2049857519, 136.2489265593, 22.31490553298, 99.93459865668, 100, 99.93372319646, 313.1902719509, 331.9725180651, 313.3670202202, 313.2305208118, 310.9042275467, 313.160691393, 310.8327887552, 313.3670202202, -2.84892705295, -1.376893270106, -2.969410349017, -1.794516484292, -2.466934585949, -162.1327136358, -163.0399838484, -159.1989549029, -161.3703143048, -161.2536271882, -162.8425645289, -162.7310549107, -159.1989549029, 39.38843280145, 39.000458541, 39.26517273088, 39.27581279895, 39.39664953968, 39.4058593835
9.2, 0.5395446259108, 0, 6, 0.6822924016428, -4.523486948498, -4.523808365282, -3.512210740413, -3.371703132917, -5.581677599607, -6.803422715113, 136.1910865068, 136.2854203521, 136.5773788333, 136.6222089302, 22.21735213477, 99.93626913503, 100, 99.93525054929, 313.8835871326, 332.6697765403, 314.0471777291, 313.9202087571, 311.593385028, 313.8572251314, 311.5288213723, 314.0471777291, -2.580865294793, -1.116091041613, -2.702055731234, -1.534487829431, -2.201545154963, -162.1683985366, -162.9877593159, -159.2384326111, -161.4057952093, -161.2999999948, -162.8783493905, -162.7777463687, -159.2384326111, 39.38609724631, 38.99841922786, 39.26319303054, 39.27313159018, 39.39467438506, 39.40317978965
9.225, 0.5395245898113, 0, 6, 0.6655179548985, -4.526033143531, -4.526339122228, -3.511814807063, -3.373179817026, -5.586680894183, -6.804797758792, 136.5596477451, 136.6554019059, 136.9497760236, 136.9954929833, 22.11883277288, 99.9377759819, 100, 99.93660132837, 314.5770893104, 333.3667902736, 314.7275248422, 314.6100791512, 312.2827769634, 314.5539261109, 312.2250750967, 314.7275248422, -2.31325504415, -0.8558971296637, -2.435663103907, -1.275417032945, -1.936325707144, -162.2007856848, -162.932371238, -159.2749173918, -161.4379974573, -161.3430772798, -162.9108190619, -162.8211084194, -159.2749173918, 39.38392314487, 38.99658619854, 39.26146341274, 39.27060919011, 39.39294790058, 39.40065552154
9.25, 0.5394739745808, 0, 6, 0.646535396424, -4.527906354762, -4.528195246638, -3.510290493556, -3.372892326423, -5.592349885225, -6.807377149209, 136.9282226218, 137.0253858246, 137.32217561, 137.368776558, 22.0198695035, 99.93911740459, 100, 99.9377878137, 315.2707611164, 334.0635420794, 315.4080843312, 315.3001170465, 312.9723889525, 315.2507746563, 312.9215307664, 315.4080843312, -2.046285187318, -0.5963438499478, -2.170465887158, -1.017208439389, -1.671400770806, -162.2298791401, -162.8738863753, -159.308408312, -161.4669250074, -161.3828544094, -162.9399779989, -162.8611359051, -159.308408312, 39.38194121327, 38.99498975641, 39.26000556453, 39.26827918304, 39.39149406858, 39.39832479835
9.275, 0.5387016722463, 0, 6, 0.6255846527833, -4.529465597174, -4.529736162143, -3.508594427157, -3.371059992262, -5.598932235107, -6.810715434951, 137.2968117936, 137.3953726943, 137.6945751606, 137.7420573408, 21.9212920436, 99.94031694176, 100, 99.93885083727, 315.9645837974, 334.7600150667, 316.0888376385, 315.9903080881, 313.6622070348, 315.947749949, 313.6181674489, 316.0888376385, -1.780231891273, -0.3375151076414, -1.906671540243, -0.7597679573962, -1.40709232531, -162.2556863715, -162.8124023514, -159.3389084527, -161.4925846518, -161.4193263463, -162.9658342007, -162.8978234925, -159.3389084527, 39.38018539492, 38.99365918393, 39.25883026743, 39.26617150375, 39.39032799102, 39.39622402819
9.3, 0.537021844387, 0, 6, 0.6031602496063, -4.531270531682, -4.531522146982, -3.507901488665, -3.368390803576, -5.60598716177, -6.81451931054, 137.6654163473, 137.7653643029, 138.066971401, 138.1153328975, 21.82431633486, 99.94141293162, 100, 99.93984587386, 316.6585370597, 335.4561932849, 316.7697635876, 316.6806387437, 314.3522179417, 316.6448295784, 314.3149626472, 316.7697635876, -1.515468934521, -0.07983901926239, -1.644520106072, -0.5034487805407, -1.143874991074, -162.2782221007, -162.7480549026, -159.3664181275, -161.5149901367, -161.452490763, -162.9884040297, -162.9311687184, -159.3664181275, 39.37868558437, 38.99261465897, 39.25792364563, 39.26431049413, 39.38944163631, 39.39438556156
9.325, 0.5345032678338, 0, 6, 0.5800759373294, -4.533900966697, -4.534133825629, -3.509098995335, -3.365687411163, -5.613127844023, -6.81858848405, 138.0340377661, 138.1353628787, 138.4393608797, 138.4886007467, 21.73057016312, 99.94244128545, 100, 99.94081802968, 317.3525987931, 336.152062802, 317.4508433082, 317.3710961313, 315.0424087078, 317.3419909594, 315.0118930276, 317.4508433082, -1.252435644365, 0.1762610479417, -1.384297055663, -0.2484793682668, -0.8822777863941, -162.297508036, -162.6810085615, -159.3909376807, -161.5341616889, -161.482349488, -163.0077104794, -162.9611736473, -159.3909376807, 39.37746220896, 38.9918604295, 39.25726054487, 39.26271710012, 39.38881347267, 39.39283654045
9.35, 0.5310040889962, 0, 6, 0.5573542191424, -4.537751893473, -4.537967050047, -3.512628988531, -3.363323813613, -5.620120119253, -6.822186156741, 138.4026776647, 138.5053706894, 138.8117404475, 138.8618587806, 21.64178806925, 99.94343562618, 100, 99.94180585663, 318.046745995, 336.8476127857, 318.1320568055, 318.0616674821, 315.7327657805, 318.0392126339, 315.7089355244, 318.1320568055, -0.9915516370326, 0.4304332043508, -1.126250522542, 0.004905388580083, -0.62279990173, -162.3135698567, -162.6114271348, -159.4124674086, -161.550123483, -161.5089098188, -163.0237798029, -162.9878465447, -159.4124674086, 39.37652540852, 38.99138612152, 39.25681675853, 39.26140773779, 39.38841875233, 39.3915942825
9.375, 0.526456126696, 0, 6, 0.5359212885343, -4.542977984793, -4.54317714141, -3.518543011682, -3.361772819562, -5.626847486294, -6.824439838636, 138.7713371454, 138.8753906726, 139.184108196, 139.2351063048, 21.55920297816, 99.94442314228, 100, 99.94283307639, 318.7409569723, 337.5428360495, 318.8133849687, 318.7523388501, 316.4232735114, 318.7364761211, 316.4060688844, 318.8133849687, -0.7330702034339, 0.6825395847833, -0.8703772562097, 0.2566109257632, -0.3658598865058, -162.3264345312, -162.5394234459, -159.4310076347, -161.5629013958, -161.5321885445, -163.0366392639, -163.0112060131, -159.4310076347, 39.37587411977, 38.99117197583, 39.25657113928, 39.26038029094, 39.38823309585, 39.390653661
9.4, 0.5211939282851, 0, 6, 0.5162802847351, -4.549541637399, -4.549726731386, -3.526651410762, -3.361866406901, -5.63325517553, -6.825167533436, 139.1400161983, 139.2454253782, 139.556464099, 139.6083444491, 21.48319783113, 99.94542184621, 100, 99.94390098906, 319.4352134823, 338.2377280897, 319.4948116177, 319.4430943443, 317.113913881, 319.4337668721, 317.1032754977, 319.4948116177, -0.4769810437907, 0.932683073266, -0.6164235220191, 0.506730732524, -0.11164557252, -162.3361288948, -162.4650246748, -159.4465587319, -161.5725216837, -161.55221376, -163.0463159197, -163.0312822332, -159.4465587319, 39.37549447003, 38.99119389263, 39.2565048598, 39.25961250796, 39.38823411046, 39.38998772169
9.425, 0.5157127493662, 0, 6, 0.4984851209894, -4.557222444615, -4.557395291003, -3.536572622384, -3.364142973381, -5.639247309473, -6.824694119972, 139.5087137722, 139.615475823, 139.9288096376, 139.9815755554, 21.41346743686, 99.94644148199, 100, 99.94500012879, 320.1295007648, 338.9322850352, 320.1763129645, 320.1339167348, 317.8046678012, 320.1310733365, 317.8005415349, 320.1763129645, -0.2230646663478, 1.181101384895, -0.3640636440599, 0.7554567503428, 0.1399431921603, -162.342678905, -162.3881886147, -159.4591202324, -161.5790104754, -161.5690212201, -163.0528363048, -163.0481127884, -159.4591202324, 39.37536171373, 38.99142590913, 39.25660075771, 39.25907398245, 39.38840065069, 39.38955928036
9.45, 0.5106241947891, 0, 6, 0.4823251583713, -4.565618112843, -4.56578023322, -3.547501090147, -3.368510100373, -5.64455628387, -6.823497250527, 139.8774282655, 139.9855416388, 140.3011469382, 140.3548022635, 21.34936885262, 99.94747327067, 100, 99.94610529642, 320.8238061542, 339.6265020624, 320.8578779538, 320.8247884822, 318.4955162998, 320.8283854625, 318.4978558007, 320.8578779538, 0.02899868033961, 1.427978915496, -0.1130549913613, 1.002886826147, 0.3892304875891, -162.3461088231, -162.308838912, -159.468688838, -161.5823929285, -161.5826491118, -163.0562254433, -163.0617371892, -159.468688838, 39.37544502987, 38.99184125718, 39.25684615798, 39.25873612556, 39.38871513093, 39.38933136599
9.475, 0.5064133510441, 0, 6, 0.467426703399, -4.57416468273, -4.574317228335, -3.558282898622, -3.374349176366, -5.649215299854, -6.821946970185, 140.2461577508, 140.3556232261, 140.6734786011, 140.7280271325, 21.28999108237, 99.94847541731, 100, 99.947161117, 321.518118153, 340.3203725214, 321.5395054221, 321.5156917426, 319.1864404116, 321.525694367, 319.1952090073, 321.5395054221, 0.2795998070078, 1.673588689196, 0.1369211695416, 1.249126268846, 0.6367124126912, -162.3464382773, -162.2268721269, -159.4752642279, -161.5826897761, -161.5931341548, -163.0565025652, -163.0721929736, -159.4752642279, 39.37571433699, 38.99241713166, 39.25724610237, 39.25857691924, 39.38917709339, 39.38927319741
9.5, 0.5030817301512, 0, 6, 0.4532109488252, -4.582226244242, -4.582369905849, -3.567893117429, -3.380731688785, -5.653495626004, -6.820206860823, 140.6149000265, 140.7257201324, 141.0458075284, 141.1012527056, 21.23416842153, 99.94942892382, 100, 99.94814345541, 322.2124265903, 341.0138874152, 322.2211853633, 322.2066084982, 319.8774214515, 322.2229916642, 319.8925928877, 322.2211853633, 0.5291681588419, 1.918348017792, 0.3861340703045, 1.494397929868, 0.8829532963176, -162.3436806225, -162.1421659459, -159.4788462971, -161.579915834, -161.6005086594, -163.0536805285, -163.0795128625, -159.4788462971, 39.37614673087, 38.99314202811, 39.25781968628, 39.25858046264, 39.3898007566, 39.38936088234
9.525, 0.5006406966285, 0, 6, 0.4389298444093, -4.589280129921, -4.589415088455, -3.575653410994, -3.386949527777, -5.657565730813, -6.818593779391, 140.9836528652, 141.0958297742, 141.4181364369, 141.47448117, 21.18056288537, 99.95030849437, 100, 99.9490271192, 322.90672239, 341.7070353796, 322.9029086308, 322.8975210544, 320.5684415112, 322.9202685363, 320.5899992349, 322.9029086308, 0.7781184046742, 2.162636544564, 0.6348440254967, 1.738942871183, 1.128482628889, -162.3378447571, -162.0545974771, -159.479434769, -161.5740816097, -161.6047996402, -163.047768459, -163.0837237637, -159.479434769, 39.37672861811, 38.99401724671, 39.25858745119, 39.25873384609, 39.39060469948, 39.38957785115
9.55, 0.4992205491024, 0, 6, 0.4238281089731, -4.59502962907, -4.595155618759, -3.58126651795, -3.392557410662, -5.661508093149, -6.817833320615, 141.3524143137, 141.4659491785, 141.790467305, 141.8477137145, 21.12807961695, 99.95108802615, 100, 99.94978928214, 323.6009963665, 342.3998031499, 323.5846658351, 323.5884126678, 321.25948416, 323.6175146455, 321.2874189041, 323.5846658351, 1.026770405362, 2.406716515001, 0.8831748625868, 1.98295243348, 1.3737692246, -162.328937336, -161.9640707359, -159.4770291825, -161.5651949507, -161.6060268514, -163.0387734623, -163.0848446891, -159.4770291825, 39.37745596766, 38.99505391875, 39.25956778702, 39.25903461059, 39.39160832895, 39.38992276596
9.575, 0.4986404196262, 0, 6, 0.407412438271, -4.599383500318, -4.599500029952, -3.58471826602, -3.396858026006, -5.665369763373, -6.818245143765, 141.7211831439, 141.8360753437, 142.1628007617, 142.220950074, 21.07620634457, 99.95174688718, 100, 99.95042308536, 324.2952374308, 343.0921768818, 324.2664456133, 324.2792682882, 321.9505348945, 324.3147171133, 321.9848403813, 324.2664456133, 1.275258204943, 2.650654710428, 1.131040006302, 2.226476203561, 1.619137832145, -162.3169640308, -161.8705482505, -159.4716289148, -161.5532620999, -161.604200395, -163.0267015959, -163.0828847714, -159.4716289148, 39.37833573453, 38.99626896023, 39.26077744124, 39.25949755429, 39.39283038723, 39.39041367544
9.6, 0.4985372533777, 0, 6, 0.3895502825923, -4.602426770558, -4.602533376786, -3.586197675293, -3.399296662118, -5.669213580653, -6.819691189215, 142.0899589352, 142.2062064763, 142.5351361435, 142.5941889203, 21.02499878773, 99.95227066751, 100, 99.95093124137, 324.9894320246, 343.7841434244, 324.9482512622, 324.9700743367, 322.6415804285, 325.0118608194, 322.6822492796, 324.9482512622, 1.523539119409, 2.894384393472, 1.378267638109, 2.469469121225, 1.864680911843, -162.3019301709, -161.7740495824, -159.4632333718, -161.5382882378, -161.5993225151, -163.011558264, -163.0778455383, -159.4632333718, 39.37938521462, 38.99768240635, 39.26223190048, 39.26014687191, 39.39428879604, 39.39107943426
9.625, 0.4984714468159, 0, 6, 0.3703581082165, -4.604411628552, -4.604508030653, -3.586147259131, -3.399775965673, -5.673201665701, -6.821818971052, 142.4587417565, 142.5763422773, 142.9074721023, 142.9674286049, 20.97481884099, 99.9526554127, 100, 99.95132334202, 325.6835649663, 344.4756907953, 325.630106844, 325.6608179022, 323.3326077722, 325.7089295469, 323.379629219, 325.630106844, 1.771475912239, 3.137840955275, 1.624713341227, 2.71191651161, 2.110288958663, -162.2838411818, -161.6746249745, -159.4518538961, -161.5202778907, -161.5913916369, -162.9933485153, -163.0697250922, -159.4518538961, 39.38062863928, 38.99931626552, 39.26394503987, 39.26100739909, 39.39600068741, 39.39195064746
9.65, 0.4980920944442, 0, 6, 0.3500641419183, -4.605736464104, -4.605822615578, -3.58528432384, -3.398676044828, -5.677450867656, -6.824298627817, 142.8275318211, 142.9464835571, 143.2798070729, 143.3406677032, 20.92612769743, 99.95291203646, 100, 99.95161973548, 326.3776205151, 345.1668082061, 326.3119071618, 326.3514862705, 324.0236038778, 326.405906843, 324.0769629307, 326.3119071618, 2.018902902658, 3.380952114842, 1.870289345019, 2.953841997339, 2.355724202373, -162.2627037039, -161.5723345199, -159.4374915852, -161.4992363537, -161.5804060778, -162.9720787956, -163.058521787, -159.4374915852, 39.38209238458, 39.00119250006, 39.26592339791, 39.26209976926, 39.39797681568, 39.39305407526
9.675, 0.4973068756551, 0, 6, 0.3289653766273, -4.60686768472, -4.606943782881, -3.584323301868, -3.396655557162, -5.681919053743, -6.826927579327, 143.1963293763, 143.3166316511, 143.6521394227, 143.7139051602, 20.87940824061, 99.95305568162, 100, 99.95183892679, 327.071582775, 345.8574860239, 326.9936358093, 327.0420669077, 324.7145556219, 327.1027764521, 324.7742330229, 326.9936358093, 2.265654404582, 3.62353465468, 2.114943083079, 3.195183609868, 2.600698007822, -162.2385266252, -161.4672402348, -159.4201380204, -161.475170897, -161.5663662615, -162.9477579979, -163.0442363736, -159.4201380204, 39.38380009491, 39.00332897953, 39.26816607489, 39.26343969608, 39.40022010659, 39.39441075646
9.7, 0.4961110216285, 0, 6, 0.3073913237491, -4.608203749959, -4.608270213382, -3.583813111146, -3.394328255602, -5.686540867826, -6.829560659497, 143.5651346213, 143.6867878459, 144.0244677585, 144.0871403381, 20.83522437296, 99.95310114779, 100, 99.95199478292, 327.7654359379, 346.5477154322, 327.6752761243, 327.7325472299, 325.4054497003, 327.7995228255, 325.4714226601, 327.6752761243, 2.511591349017, 3.865444340576, 2.358643041783, 3.435892729082, 2.844950609401, -162.2113204156, -161.3593974368, -159.3997847269, -161.4480904051, -161.5492754772, -162.9203965637, -163.0268727166, -159.3997847269, 39.38577023043, 39.00573769114, 39.27067103713, 39.26503980279, 39.40273009618, 39.39603623264
9.725, 0.4944421317739, 0, 6, 0.2856488186339, -4.609981415445, -4.610038831306, -3.584068949393, -3.392059450938, -5.691224770969, -6.83184940029, 143.9339475945, 144.0569534031, 144.3967911213, 144.4603731449, 20.79409428223, 99.95306416512, 100, 99.9521005525, 328.4591646369, 347.237487848, 328.3568115313, 328.4229143671, 326.0962724593, 328.4961314664, 326.1685160074, 328.3568115313, 2.756627432488, 4.106615389111, 2.601410847518, 3.675961797641, 3.088278984933, -162.181096131, -161.2488458371, -159.3764231662, -161.4180048438, -161.5291404547, -162.8900057512, -163.0064383949, -159.3764231662, 39.38801555488, 39.008425298, 39.27343718551, 39.26690828547, 39.40550483676, 39.39793843889
9.75, 0.4923972050392, 0, 6, 0.2639213642042, -4.612270147986, -4.612319185895, -3.585195056543, -3.390270433956, -5.695844134707, -6.833590648752, 144.3027680065, 144.4271295627, 144.7691091947, 144.8336042147, 20.75626720527, 99.95295893364, 100, 99.95216304251, 329.1527545947, 347.9267939667, 329.0382261844, 329.113154887, 326.7870097489, 329.1925892925, 326.8654987712, 329.0382261844, 3.000763009571, 4.347070508938, 2.843360558409, 3.915439779105, 3.330557969213, -162.1478648578, -161.1355978624, -159.3500447075, -161.3849248953, -161.5059723342, -162.8565971663, -162.9829455302, -159.3500447075, 39.39054252134, 39.01139456562, 39.27646415129, 39.26904540395, 39.40854187972, 39.40011515635
9.775, 0.4901633071444, 0, 6, 0.2422285835886, -4.61499486786, -4.61503620026, -3.587127947458, -3.389216635784, -5.700240940245, -6.834789703003, 144.6715952222, 144.7973169913, 145.1414222509, 145.2068346672, 20.72174263188, 99.95279626445, 100, 99.95218384913, 329.8461928327, 348.6156232756, 329.7195051735, 329.8032549238, 327.477647242, 329.888884436, 327.5623583409, 329.7195051735, 3.244076836402, 4.586889374614, 3.084640241097, 4.154408192626, 3.57177701971, -162.1116374889, -161.0196407093, -159.3206406016, -161.3488617364, -161.479785728, -162.8201825349, -162.9564095745, -159.3206406016, 39.39335158383, 39.01464551027, 39.27975199382, 39.27144685648, 39.41183874166, 39.40255819147
9.8, 0.4879518316291, 0, 6, 0.2204860387316, -4.617969612585, -4.618003880094, -3.589657147122, -3.388896328676, -5.704219486131, -6.835554799599, 145.040428419, 145.1675157182, 145.5137308542, 145.5800657183, 20.69040371921, 99.95258219461, 100, 99.95216214351, 330.5394672179, 349.3039643058, 330.4006312606, 330.4932005572, 328.1681708193, 330.5850056656, 328.2590832707, 330.4006312606, 3.486684193135, 4.826162153473, 3.32537593927, 4.392941587085, 3.812024643218, -162.0724246957, -160.9009497708, -159.2882006122, -161.309826862, -161.4505967099, -162.7807736022, -162.9268471714, -159.2882006122, 39.39643898673, 39.01817599315, 39.28330097862, 39.27410799963, 39.4153928873, 39.40525843309
